,question,answer
135,What’s the crowd level in Gangnam during Post-work rush?,"The requested Post-work rush congestion in Gangnam is 
상선 :17:00 - 101.0, 17:30 - 69.3, 18:00 - 97.5, 18:30 - 46.5, 19:00 - 30.5, 19:30 - 34.5. mean congestion is 63.2. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :17:00 - 18.5, 17:30 - 116.0, 18:00 - 93.3, 18:30 - 69.3, 19:00 - 14.7, 19:30 - 14.8. mean congestion is 54.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
136,What’s the Post-work rush traffic like in Hongdea?,"The requested Post-work rush congestion in Hongdea is 
내선 :17:00 - 17.1, 17:30 - 23.4, 18:00 - 75.8, 18:30 - 63.6, 19:00 - 119.7, 19:30 - 50.2. mean congestion is 58.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 31.9, 17:30 - 59.1, 18:00 - 60.1, 18:30 - 55.8, 19:00 - 106.9, 19:30 - 66.9. mean congestion is 63.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
137,What’s the congestion like in Hongdea at Lunch hour?,"The requested Lunch hour congestion in Hongdea is 
내선 :12:00 - 90.3, 12:30 - 6.5, 13:00 - 71.3, 13:30 - 13.2, 14:00 - 50.2, 14:30 - 94.3. mean congestion is 54.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :12:00 - 11.4, 12:30 - 104.3, 13:00 - 17.8, 13:30 - 81.2, 14:00 - 111.7, 14:30 - 127.1. mean congestion is 75.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
138,What’s the foot traffic in Hongdea during Lunchtime rush?,"The requested Lunchtime rush congestion in Hongdea is 
내선 :12:00 - 129.0, 12:30 - 3.4, 13:00 - 40.7, 13:30 - 6.3, 14:00 - 17.3, 14:30 - 56.4. mean congestion is 42.2. This time period is not busy, so it's a good time to visit.
외선 :12:00 - 97.0, 12:30 - 34.9, 13:00 - 31.2, 13:30 - 87.4, 14:00 - 122.3, 14:30 - 7.0. mean congestion is 63.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
139,How packed does Hongdea get around Sunset hours?,"The requested Sunset hours congestion in Hongdea is 
내선 :17:00 - 9.8, 17:30 - 53.7, 18:00 - 92.1, 18:30 - 1.1, 19:00 - 7.9, 19:30 - 106.7. mean congestion is 45.2. This time period is not busy, so it's a good time to visit.
외선 :17:00 - 26.6, 17:30 - 11.3, 18:00 - 88.7, 18:30 - 59.6, 19:00 - 58.8, 19:30 - 15.1. mean congestion is 43.4. This time period is not busy, so it's a good time to visit.
"
140,Is Hongdea packed around Post-work rush?,"The requested Post-work rush congestion in Hongdea is 
내선 :17:00 - 95.1, 17:30 - 22.2, 18:00 - 15.9, 18:30 - 106.4, 19:00 - 59.1, 19:30 - 41.7. mean congestion is 56.7. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 87.2, 17:30 - 117.3, 18:00 - 89.7, 18:30 - 43.6, 19:00 - 23.0, 19:30 - 13.7. mean congestion is 62.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
141,How dense is the crowd in Hongdea around Morning rush hour?,"The requested Morning rush hour congestion in Hongdea is 
내선 :7:00 - 39.1, 7:30 - 75.6, 8:00 - 86.2, 8:30 - 117.2, 9:00 - 29.8, 9:30 - 109.7. mean congestion is 76.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 53.7, 7:30 - 52.7, 8:00 - 116.4, 8:30 - 73.5, 9:00 - 0.7, 9:30 - 118.7. mean congestion is 69.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
142,Is Gangnam busy around Mid-morning hours?,"The requested Mid-morning hours congestion in Gangnam is 
내선 :10:00 - 113.6, 10:30 - 67.5, 11:00 - 92.0, 11:30 - 116.1. mean congestion is 97.3. This time period is crowded, so we recommend visiting during a different time.
외선 :10:00 - 126.1, 10:30 - 108.8, 11:00 - 49.0, 11:30 - 63.7. mean congestion is 86.9. This time period is crowded, so we recommend visiting during a different time.
"
143,How full does Myeongdong get during Dinner time?,"The requested Dinner time congestion in Myeongdong is 
내선 :17:00 - 33.6, 17:30 - 9.4, 18:00 - 88.9, 18:30 - 44.6, 19:00 - 19.6, 19:30 - 3.1. mean congestion is 33.2. This time period is not busy, so it's a good time to visit.
외선 :17:00 - 25.0, 17:30 - 129.7, 18:00 - 81.3, 18:30 - 87.1, 19:00 - 12.2, 19:30 - 104.2. mean congestion is 73.2. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
144,Is Myeongdong packed around Daybreak?,"The requested Daybreak congestion in Myeongdong is 
상선 :5:30 - 116.4, 6:00 - 82.1, 6:30 - 49.6. mean congestion is 82.7. This time period is crowded, so we recommend visiting during a different time.
하선 :5:30 - 47.3, 6:00 - 14.8, 6:30 - 102.5. mean congestion is 54.9. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
145,Is Myeongdong packed around Dawn hours?,"The requested Dawn hours congestion in Myeongdong is 
상선 :5:30 - 119.2, 6:00 - 70.9, 6:30 - 120.2. mean congestion is 103.4. This time period is crowded, so we recommend visiting during a different time.
하선 :5:30 - 3.2, 6:00 - 47.7, 6:30 - 73.4. mean congestion is 41.4. This time period is not busy, so it's a good time to visit.
"
146,How packed does Gangnam get around Peak travel time?,"The requested Peak travel time congestion in Gangnam is 
상선 :7:00 - 19.6, 7:30 - 6.2, 8:00 - 129.6, 8:30 - 81.1, 9:00 - 126.2, 9:30 - 5.2, 17:00 - 50.5, 17:30 - 56.5, 18:00 - 42.3, 18:30 - 4.9, 19:00 - 115.3, 19:30 - 24.0. mean congestion is 55.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :7:00 - 81.7, 7:30 - 113.9, 8:00 - 16.0, 8:30 - 19.1, 9:00 - 74.6, 9:30 - 125.5, 17:00 - 128.2, 17:30 - 56.7, 18:00 - 53.4, 18:30 - 59.7, 19:00 - 97.9, 19:30 - 87.0. mean congestion is 76.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
147,How crowded is Hongdea usually at Twilight commute?,"The requested Twilight commute congestion in Hongdea is 
내선 :17:00 - 101.6, 17:30 - 108.1, 18:00 - 102.7, 18:30 - 29.3, 19:00 - 2.4, 19:30 - 117.8. mean congestion is 77.0. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 129.8, 17:30 - 108.4, 18:00 - 104.2, 18:30 - 34.3, 19:00 - 34.9, 19:30 - 59.8. mean congestion is 78.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
148,How packed does Myeongdong get around Evening peak?,"The requested Evening peak congestion in Myeongdong is 
내선 :17:00 - 49.6, 17:30 - 92.1, 18:00 - 100.4, 18:30 - 34.3, 19:00 - 28.8, 19:30 - 1.3. mean congestion is 51.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 53.6, 17:30 - 43.6, 18:00 - 96.6, 18:30 - 121.7, 19:00 - 0.0, 19:30 - 115.7. mean congestion is 71.9. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
149,How crowded is Myeongdong usually at Lunchtime rush?,"The requested Lunchtime rush congestion in Myeongdong is 
상선 :12:00 - 60.0, 12:30 - 34.1, 13:00 - 89.7, 13:30 - 122.3, 14:00 - 105.5, 14:30 - 28.4. mean congestion is 73.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :12:00 - 50.7, 12:30 - 44.3, 13:00 - 46.0, 13:30 - 77.1, 14:00 - 93.9, 14:30 - 41.9. mean congestion is 59.0. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
150,Is Gangnam packed around Twilight commute?,"The requested Twilight commute congestion in Gangnam is 
상선 :17:00 - 26.6, 17:30 - 38.9, 18:00 - 127.3, 18:30 - 22.0, 19:00 - 79.7, 19:30 - 13.8. mean congestion is 51.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :17:00 - 114.0, 17:30 - 75.8, 18:00 - 2.3, 18:30 - 64.0, 19:00 - 60.0, 19:30 - 23.9. mean congestion is 56.7. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
151,What’s the population density in Hongdea around Dinner time?,"The requested Dinner time congestion in Hongdea is 
내선 :17:00 - 20.7, 17:30 - 54.9, 18:00 - 104.3, 18:30 - 97.5, 19:00 - 0.3, 19:30 - 108.1. mean congestion is 64.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 107.2, 17:30 - 10.8, 18:00 - 84.3, 18:30 - 57.3, 19:00 - 112.7, 19:30 - 123.5. mean congestion is 82.6. This time period is crowded, so we recommend visiting during a different time.
"
152,What are the crowds like in Hongdea during Lunchtime rush?,"The requested Lunchtime rush congestion in Hongdea is 
내선 :12:00 - 94.8, 12:30 - 8.4, 13:00 - 47.4, 13:30 - 67.0, 14:00 - 91.1, 14:30 - 125.2. mean congestion is 72.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :12:00 - 101.3, 12:30 - 34.5, 13:00 - 80.9, 13:30 - 55.0, 14:00 - 45.2, 14:30 - 87.8. mean congestion is 67.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
153,What’s the congestion like in Hongdea at Afternoon peak?,"The requested Afternoon peak congestion in Hongdea is 
내선 :17:00 - 79.9, 17:30 - 103.1, 18:00 - 102.4, 18:30 - 129.8, 19:00 - 9.3, 19:30 - 20.8. mean congestion is 74.2. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 48.1, 17:30 - 77.2, 18:00 - 76.5, 18:30 - 86.9, 19:00 - 75.4, 19:30 - 106.6. mean congestion is 78.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
154,What’s the people flow in Hongdea around Commuter time?,"The requested Commuter time congestion in Hongdea is 
내선 :7:00 - 22.8, 7:30 - 41.5, 8:00 - 10.0, 8:30 - 97.4, 9:00 - 91.2, 9:30 - 36.8, 17:00 - 43.7, 17:30 - 55.6, 18:00 - 82.3, 18:30 - 99.7, 19:00 - 72.1, 19:30 - 96.1. mean congestion is 62.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 96.8, 7:30 - 109.8, 8:00 - 96.9, 8:30 - 125.1, 9:00 - 59.9, 9:30 - 81.9, 17:00 - 4.7, 17:30 - 79.5, 18:00 - 80.9, 18:30 - 19.0, 19:00 - 24.6, 19:30 - 64.1. mean congestion is 70.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
155,How crowded is Gangnam usually at Noon hour?,"The requested Noon hour congestion in Gangnam is 
내선 :12:00 - 66.8, 12:30 - 14.6, 13:00 - 33.3, 13:30 - 45.1, 14:00 - 100.1, 14:30 - 59.9. mean congestion is 53.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :12:00 - 104.9, 12:30 - 59.6, 13:00 - 124.9, 13:30 - 14.7, 14:00 - 94.6, 14:30 - 99.0. mean congestion is 82.9. This time period is crowded, so we recommend visiting during a different time.
"
156,What’s the crowd level in Gangnam during Morning rush hour?,"The requested Morning rush hour congestion in Gangnam is 
내선 :7:00 - 122.1, 7:30 - 88.1, 8:00 - 90.7, 8:30 - 13.3, 9:00 - 82.7, 9:30 - 1.6. mean congestion is 66.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 102.7, 7:30 - 90.3, 8:00 - 107.2, 8:30 - 118.8, 9:00 - 33.2, 9:30 - 46.3. mean congestion is 83.1. This time period is crowded, so we recommend visiting during a different time.
"
157,How dense is the crowd in Hongdea around Peak travel time?,"The requested Peak travel time congestion in Hongdea is 
내선 :7:00 - 23.9, 7:30 - 10.5, 8:00 - 91.4, 8:30 - 85.4, 9:00 - 1.2, 9:30 - 99.1, 17:00 - 62.8, 17:30 - 4.3, 18:00 - 12.6, 18:30 - 84.2, 19:00 - 78.7, 19:30 - 11.9. mean congestion is 47.2. This time period is not busy, so it's a good time to visit.
외선 :7:00 - 79.8, 7:30 - 22.8, 8:00 - 127.7, 8:30 - 88.5, 9:00 - 67.5, 9:30 - 43.8, 17:00 - 29.0, 17:30 - 7.2, 18:00 - 91.7, 18:30 - 6.7, 19:00 - 60.1, 19:30 - 40.2. mean congestion is 55.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
158,What’s the people flow in Myeongdong around Post-work rush?,"The requested Post-work rush congestion in Myeongdong is 
내선 :17:00 - 126.7, 17:30 - 11.2, 18:00 - 19.4, 18:30 - 97.2, 19:00 - 127.1, 19:30 - 116.9. mean congestion is 83.1. This time period is crowded, so we recommend visiting during a different time.
외선 :17:00 - 126.4, 17:30 - 33.0, 18:00 - 72.1, 18:30 - 23.5, 19:00 - 41.1, 19:30 - 111.0. mean congestion is 67.9. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
159,How heavy is the crowd in Hongdea around Early morning?,"The requested Early morning congestion in Hongdea is 
상선 :5:30 - 90.0, 6:00 - 121.8, 6:30 - 40.8. mean congestion is 84.2. This time period is crowded, so we recommend visiting during a different time.
하선 :5:30 - 95.4, 6:00 - 33.9, 6:30 - 83.6. mean congestion is 71.0. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
160,How dense is the crowd in Gangnam around Noon hour?,"The requested Noon hour congestion in Gangnam is 
내선 :12:00 - 14.2, 12:30 - 94.0, 13:00 - 119.0, 13:30 - 11.9, 14:00 - 57.7, 14:30 - 36.4. mean congestion is 55.5. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :12:00 - 73.6, 12:30 - 49.5, 13:00 - 29.2, 13:30 - 48.1, 14:00 - 45.0, 14:30 - 55.1. mean congestion is 50.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
161,Is Myeongdong packed around Early bird hours?,"The requested Early bird hours congestion in Myeongdong is 
내선 :7:00 - 14.4, 7:30 - 62.1, 8:00 - 90.7, 8:30 - 51.4, 9:00 - 93.4, 9:30 - 92.4. mean congestion is 67.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 10.3, 7:30 - 128.9, 8:00 - 71.9, 8:30 - 35.4, 9:00 - 66.8, 9:30 - 36.7. mean congestion is 58.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
162,How much foot traffic does Myeongdong have at Dinner time?,"The requested Dinner time congestion in Myeongdong is 
상선 :17:00 - 99.8, 17:30 - 56.3, 18:00 - 1.1, 18:30 - 106.0, 19:00 - 11.4, 19:30 - 99.3. mean congestion is 62.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :17:00 - 59.4, 17:30 - 13.2, 18:00 - 13.4, 18:30 - 83.9, 19:00 - 102.6, 19:30 - 4.6. mean congestion is 46.2. This time period is not busy, so it's a good time to visit.
"
163,What’s the congestion like in Hongdea at Evening peak?,"The requested Evening peak congestion in Hongdea is 
상선 :17:00 - 105.7, 17:30 - 127.2, 18:00 - 84.2, 18:30 - 26.4, 19:00 - 70.6, 19:30 - 5.5. mean congestion is 69.9. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :17:00 - 49.8, 17:30 - 60.5, 18:00 - 52.7, 18:30 - 7.6, 19:00 - 47.8, 19:30 - 59.8. mean congestion is 46.4. This time period is not busy, so it's a good time to visit.
"
164,How dense is the crowd in Myeongdong around Sunset hours?,"The requested Sunset hours congestion in Myeongdong is 
내선 :17:00 - 66.5, 17:30 - 25.9, 18:00 - 9.3, 18:30 - 98.1, 19:00 - 65.8, 19:30 - 92.4. mean congestion is 59.7. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 83.8, 17:30 - 17.8, 18:00 - 52.9, 18:30 - 122.2, 19:00 - 45.0, 19:30 - 20.9. mean congestion is 57.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
165,What are the crowds like in Gangnam during Late afternoon?,"The requested Late afternoon congestion in Gangnam is 
상선 :12:00 - 33.9, 12:30 - 129.9, 13:00 - 52.4, 13:30 - 88.7, 14:00 - 11.7, 14:30 - 42.0. mean congestion is 59.8. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :12:00 - 70.9, 12:30 - 125.1, 13:00 - 115.8, 13:30 - 29.4, 14:00 - 94.1, 14:30 - 119.6. mean congestion is 92.5. This time period is crowded, so we recommend visiting during a different time.
"
166,What’s the people flow in Hongdea around Lunchtime rush?,"The requested Lunchtime rush congestion in Hongdea is 
내선 :12:00 - 66.9, 12:30 - 108.8, 13:00 - 81.8, 13:30 - 20.7, 14:00 - 22.8, 14:30 - 46.4. mean congestion is 57.9. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :12:00 - 121.3, 12:30 - 76.4, 13:00 - 79.9, 13:30 - 107.9, 14:00 - 55.0, 14:30 - 59.6. mean congestion is 83.4. This time period is crowded, so we recommend visiting during a different time.
"
167,How packed does Gangnam get around Morning rush hour?,"The requested Morning rush hour congestion in Gangnam is 
내선 :7:00 - 65.3, 7:30 - 46.5, 8:00 - 90.8, 8:30 - 10.0, 9:00 - 37.7, 9:30 - 63.9. mean congestion is 52.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 27.6, 7:30 - 87.5, 8:00 - 25.8, 8:30 - 61.4, 9:00 - 18.3, 9:30 - 79.8. mean congestion is 50.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
168,How crowded is Gangnam usually at High traffic time?,"The requested High traffic time congestion in Gangnam is 
내선 :7:00 - 22.7, 7:30 - 44.6, 8:00 - 88.2, 8:30 - 112.2, 9:00 - 64.5, 9:30 - 27.0, 17:00 - 96.5, 17:30 - 105.4, 18:00 - 12.3, 18:30 - 0.3, 19:00 - 69.8, 19:30 - 100.9. mean congestion is 62.0. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 38.6, 7:30 - 77.7, 8:00 - 54.3, 8:30 - 119.5, 9:00 - 122.1, 9:30 - 55.6, 17:00 - 101.6, 17:30 - 129.2, 18:00 - 52.8, 18:30 - 44.7, 19:00 - 28.8, 19:30 - 35.7. mean congestion is 71.7. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
169,Is Hongdea busy around Post-work rush?,"The requested Post-work rush congestion in Hongdea is 
내선 :17:00 - 85.3, 17:30 - 6.1, 18:00 - 25.3, 18:30 - 100.4, 19:00 - 81.2, 19:30 - 42.0. mean congestion is 56.7. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 71.8, 17:30 - 4.6, 18:00 - 0.8, 18:30 - 103.2, 19:00 - 86.3, 19:30 - 42.9. mean congestion is 51.6. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
170,What’s the crowd situation in Hongdea at Peak travel time?,"The requested Peak travel time congestion in Hongdea is 
내선 :7:00 - 38.4, 7:30 - 47.8, 8:00 - 3.9, 8:30 - 64.5, 9:00 - 74.5, 9:30 - 46.7, 17:00 - 67.2, 17:30 - 62.7, 18:00 - 94.3, 18:30 - 25.6, 19:00 - 42.6, 19:30 - 9.9. mean congestion is 48.2. This time period is not busy, so it's a good time to visit.
외선 :7:00 - 44.9, 7:30 - 71.9, 8:00 - 58.3, 8:30 - 25.7, 9:00 - 105.7, 9:30 - 41.0, 17:00 - 81.2, 17:30 - 7.0, 18:00 - 57.5, 18:30 - 40.0, 19:00 - 19.6, 19:30 - 108.3. mean congestion is 55.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
171,What’s the congestion like in Myeongdong at Peak travel time?,"The requested Peak travel time congestion in Myeongdong is 
내선 :7:00 - 59.5, 7:30 - 121.9, 8:00 - 129.9, 8:30 - 118.4, 9:00 - 129.8, 9:30 - 79.7, 17:00 - 64.1, 17:30 - 27.7, 18:00 - 87.5, 18:30 - 92.6, 19:00 - 94.3, 19:30 - 121.1. mean congestion is 93.9. This time period is crowded, so we recommend visiting during a different time.
외선 :7:00 - 8.6, 7:30 - 121.4, 8:00 - 72.4, 8:30 - 79.5, 9:00 - 40.2, 9:30 - 13.9, 17:00 - 109.9, 17:30 - 37.6, 18:00 - 68.0, 18:30 - 100.4, 19:00 - 87.6, 19:30 - 76.9. mean congestion is 68.0. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
172,How crowded is Hongdea usually at Afternoon peak?,"The requested Afternoon peak congestion in Hongdea is 
상선 :17:00 - 72.8, 17:30 - 62.6, 18:00 - 50.4, 18:30 - 120.7, 19:00 - 106.8, 19:30 - 31.1. mean congestion is 74.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :17:00 - 73.4, 17:30 - 95.6, 18:00 - 16.1, 18:30 - 115.6, 19:00 - 17.6, 19:30 - 118.4. mean congestion is 72.8. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
173,What’s the people flow in Gangnam around Morning hustle?,"The requested Morning hustle congestion in Gangnam is 
내선 :7:00 - 87.5, 7:30 - 61.9, 8:00 - 102.6, 8:30 - 24.2, 9:00 - 95.7, 9:30 - 10.7. mean congestion is 63.8. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :7:00 - 62.3, 7:30 - 2.8, 8:00 - 114.0, 8:30 - 15.3, 9:00 - 73.9, 9:30 - 93.8. mean congestion is 60.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
174,How crowded is Hongdea around Afternoon peak?,"The requested Afternoon peak congestion in Hongdea is 
내선 :17:00 - 21.9, 17:30 - 101.4, 18:00 - 10.4, 18:30 - 34.3, 19:00 - 17.2, 19:30 - 39.6. mean congestion is 37.5. This time period is not busy, so it's a good time to visit.
외선 :17:00 - 112.0, 17:30 - 85.1, 18:00 - 82.1, 18:30 - 115.1, 19:00 - 126.4, 19:30 - 21.0. mean congestion is 90.3. This time period is crowded, so we recommend visiting during a different time.
"
175,How crowded is Hongdea usually at Sunset hours?,"The requested Sunset hours congestion in Hongdea is 
내선 :17:00 - 6.6, 17:30 - 50.9, 18:00 - 95.8, 18:30 - 98.4, 19:00 - 83.9, 19:30 - 82.4. mean congestion is 69.7. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 43.0, 17:30 - 85.7, 18:00 - 67.0, 18:30 - 82.7, 19:00 - 89.4, 19:30 - 90.8. mean congestion is 76.4. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
176,What’s the congestion like in Myeongdong at Mid-morning hours?,"The requested Mid-morning hours congestion in Myeongdong is 
내선 :10:00 - 99.4, 10:30 - 84.1, 11:00 - 108.9, 11:30 - 32.3. mean congestion is 81.2. This time period is crowded, so we recommend visiting during a different time.
외선 :10:00 - 24.4, 10:30 - 82.7, 11:00 - 75.0, 11:30 - 26.3. mean congestion is 52.1. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
177,What’s the population density in Myeongdong around Brunch hour?,"The requested Brunch hour congestion in Myeongdong is 
상선 :10:00 - 120.2, 10:30 - 76.8, 11:00 - 101.6, 11:30 - 117.1. mean congestion is 103.9. This time period is crowded, so we recommend visiting during a different time.
하선 :10:00 - 56.8, 10:30 - 35.4, 11:00 - 18.1, 11:30 - 59.9. mean congestion is 42.6. This time period is not busy, so it's a good time to visit.
"
178,Is Gangnam busy around Lunch hour?,"The requested Lunch hour congestion in Gangnam is 
상선 :12:00 - 24.6, 12:30 - 77.6, 13:00 - 112.3, 13:30 - 111.9, 14:00 - 86.9, 14:30 - 92.7. mean congestion is 84.3. This time period is crowded, so we recommend visiting during a different time.
하선 :12:00 - 16.6, 12:30 - 27.1, 13:00 - 49.5, 13:30 - 79.7, 14:00 - 78.5, 14:30 - 48.8. mean congestion is 50.0. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
179,How busy is Myeongdong around Afternoon traffic?,"The requested Afternoon traffic congestion in Myeongdong is 
내선 :17:00 - 59.3, 17:30 - 83.1, 18:00 - 122.2, 18:30 - 87.8, 19:00 - 7.2, 19:30 - 55.5. mean congestion is 69.2. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 69.0, 17:30 - 123.2, 18:00 - 129.9, 18:30 - 28.0, 19:00 - 32.0, 19:30 - 121.0. mean congestion is 83.9. This time period is crowded, so we recommend visiting during a different time.
"
180,What’s the crowd flow like in Hongdea during Commuter time?,"The requested Commuter time congestion in Hongdea is 
상선 :7:00 - 117.4, 7:30 - 121.6, 8:00 - 110.3, 8:30 - 33.6, 9:00 - 116.8, 9:30 - 80.9, 17:00 - 70.3, 17:30 - 50.6, 18:00 - 115.8, 18:30 - 59.0, 19:00 - 23.5, 19:30 - 2.8. mean congestion is 75.2. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :7:00 - 21.0, 7:30 - 24.7, 8:00 - 92.6, 8:30 - 120.8, 9:00 - 15.0, 9:30 - 61.0, 17:00 - 125.7, 17:30 - 106.9, 18:00 - 80.4, 18:30 - 99.3, 19:00 - 79.5, 19:30 - 66.7. mean congestion is 74.5. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
181,How dense is the crowd in Myeongdong around Early morning?,"The requested Early morning congestion in Myeongdong is 
내선 :5:30 - 113.6, 6:00 - 111.9, 6:30 - 80.9. mean congestion is 102.1. This time period is crowded, so we recommend visiting during a different time.
외선 :5:30 - 126.6, 6:00 - 106.1, 6:30 - 45.9. mean congestion is 92.9. This time period is crowded, so we recommend visiting during a different time.
"
182,What’s the people flow in Gangnam around Midday?,"The requested Midday congestion in Gangnam is 
상선 :12:00 - 51.6, 12:30 - 91.0, 13:00 - 100.1, 13:30 - 60.9, 14:00 - 31.4, 14:30 - 83.7. mean congestion is 69.8. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
하선 :12:00 - 42.1, 12:30 - 101.7, 13:00 - 23.4, 13:30 - 55.4, 14:00 - 33.8, 14:30 - 88.5. mean congestion is 57.5. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
183,What’s the crowd situation in Gangnam at Twilight commute?,"The requested Twilight commute congestion in Gangnam is 
내선 :17:00 - 88.9, 17:30 - 79.3, 18:00 - 23.9, 18:30 - 107.5, 19:00 - 25.3, 19:30 - 108.7. mean congestion is 72.3. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
외선 :17:00 - 43.0, 17:30 - 81.6, 18:00 - 10.8, 18:30 - 54.8, 19:00 - 65.4, 19:30 - 49.4. mean congestion is 50.8. During this time period, the congestion level is moderate, so you may occasionally experience some inconvenience when moving around.
"
