,question,answer
107,Is GangNam packed around High traffic time?,"The requested High traffic time congestion in GangNam is 7:00 - 1.13, 8:00 - 0.39, 9:00 - 1.08, 16:00 - 1.01, 17:00 - 1.28, 18:00 - 0.17, 19:00 - 0.24, 20:00 - 0.7. mean congestion is 0.75. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
108,What’s the Mid-morning hours traffic like in GangNam?,"The requested Mid-morning hours congestion in GangNam is 10:00 - 0.67, 11:00 - 1.46, 12:00 - 0.63. mean congestion is 0.92. This time frame is crowded, so we recommend visiting during a different time."
109,What’s the crowd situation in HongDea at High traffic time?,"The requested High traffic time congestion in HongDea is 7:00 - 1.37, 8:00 - 0.11, 9:00 - 0.8, 16:00 - 0.28, 17:00 - 0.93, 18:00 - 0.57, 19:00 - 1.35, 20:00 - 0.31. mean congestion is 0.72. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
110,What’s the congestion like in MyeongDong at Early morning?,"The requested Early morning congestion in MyeongDong is 5:00 - 0.97, 6:00 - 1.1. mean congestion is 1.04. This time frame is crowded, so we recommend visiting during a different time."
111,How crowded is MyeongDong around Daybreak?,"The requested Daybreak congestion in MyeongDong is 5:00 - 0.72, 6:00 - 1.03. mean congestion is 0.88. This time frame is crowded, so we recommend visiting during a different time."
112,How much foot traffic does MyeongDong have at Evening rush?,"The requested Evening rush congestion in MyeongDong is 16:00 - 0.86, 17:00 - 0.91, 18:00 - 1.06, 19:00 - 0.1, 20:00 - 1.43. mean congestion is 0.87. This time frame is crowded, so we recommend visiting during a different time."
113,What’s the Early morning traffic like in GangNam?,"The requested Early morning congestion in GangNam is 5:00 - 1.35, 6:00 - 0.76. mean congestion is 1.06. This time frame is crowded, so we recommend visiting during a different time."
114,What’s the people flow in HongDea around Noon hour?,"The requested Noon hour congestion in HongDea is 13:00 - 0.5, 14:00 - 0.08, 15:00 - 1.32. mean congestion is 0.63. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
115,What’s the foot traffic in GangNam during Afternoon peak?,"The requested Afternoon peak congestion in GangNam is 16:00 - 0.49, 17:00 - 0.4, 18:00 - 0.09, 19:00 - 1.07, 20:00 - 0.98. mean congestion is 0.61. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
116,How full does HongDea get during Golden hour?,"The requested Golden hour congestion in HongDea is 7:00 - 0.93, 8:00 - 1.11, 9:00 - 1.2, 16:00 - 0.39, 17:00 - 0.45, 18:00 - 0.61, 19:00 - 1.31, 20:00 - 0.08. mean congestion is 0.76. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
117,How packed does GangNam get around Midday?,"The requested Midday congestion in GangNam is 13:00 - 0.55, 14:00 - 1.49, 15:00 - 0.06. mean congestion is 0.7. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
118,How busy is HongDea around Peak travel time?,"The requested Peak travel time congestion in HongDea is 7:00 - 0.21, 8:00 - 0.32, 9:00 - 0.26, 16:00 - 0.91, 17:00 - 0.21, 18:00 - 0.01, 19:00 - 1.48, 20:00 - 0.34. mean congestion is 0.47. This time frame is smooth, so there is no issue with visiting."
119,What’s the crowd flow like in GangNam during Twilight commute?,"The requested Twilight commute congestion in GangNam is 16:00 - 1.23, 17:00 - 0.17, 18:00 - 0.69, 19:00 - 0.73, 20:00 - 0.55. mean congestion is 0.67. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
120,Is HongDea busy around Early morning?,"The requested Early morning congestion in HongDea is 5:00 - 0.88, 6:00 - 0.57. mean congestion is 0.72. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
121,What’s the congestion like in HongDea at Lunch hour?,"The requested Lunch hour congestion in HongDea is 13:00 - 1.42, 14:00 - 0.18, 15:00 - 1.08. mean congestion is 0.89. This time frame is crowded, so we recommend visiting during a different time."
122,How busy is MyeongDong around Peak travel time?,"The requested Peak travel time congestion in MyeongDong is 7:00 - 0.07, 8:00 - 1.02, 9:00 - 1.36, 16:00 - 0.41, 17:00 - 0.47, 18:00 - 0.64, 19:00 - 0.2, 20:00 - 0.2. mean congestion is 0.55. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
123,What’s the crowd level in HongDea during Pre-dawn?,"The requested Pre-dawn congestion in HongDea is 5:00 - 0.09, 6:00 - 1.25. mean congestion is 0.67. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
124,How busy is MyeongDong around Mid-morning hours?,"The requested Mid-morning hours congestion in MyeongDong is 10:00 - 0.33, 11:00 - 1.43, 12:00 - 0.02. mean congestion is 0.59. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
125,How crowded is GangNam around Commuter time?,"The requested Commuter time congestion in GangNam is 7:00 - 0.19, 8:00 - 0.4, 9:00 - 1.39, 16:00 - 0.57, 17:00 - 0.43, 18:00 - 1.38, 19:00 - 0.24, 20:00 - 1.31. mean congestion is 0.74. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
126,How crowded is GangNam usually at Noon hour?,"The requested Noon hour congestion in GangNam is 13:00 - 0.78, 14:00 - 1.17, 15:00 - 0.41. mean congestion is 0.79. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
127,Is HongDea packed around Noon hour?,"The requested Noon hour congestion in HongDea is 13:00 - 0.19, 14:00 - 0.51, 15:00 - 0.3. mean congestion is 0.33. This time frame is smooth, so there is no issue with visiting."
128,What’s the crowd flow like in HongDea during Afternoon traffic?,"The requested Afternoon traffic congestion in HongDea is 16:00 - 0.73, 17:00 - 0.16, 18:00 - 0.89, 19:00 - 0.67, 20:00 - 0.9. mean congestion is 0.67. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
129,How full does GangNam get during Breakfast time?,"The requested Breakfast time congestion in GangNam is 7:00 - 0.04, 8:00 - 1.21, 9:00 - 0.75. mean congestion is 0.67. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
130,How crowded is HongDea usually at Afternoon peak?,"The requested Afternoon peak congestion in HongDea is 16:00 - 0.22, 17:00 - 0.41, 18:00 - 1.39, 19:00 - 0.11, 20:00 - 1.3. mean congestion is 0.69. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
131,How crowded is HongDea around Afternoon traffic?,"The requested Afternoon traffic congestion in HongDea is 16:00 - 1.19, 17:00 - 0.33, 18:00 - 0.9, 19:00 - 0.82, 20:00 - 0.49. mean congestion is 0.75. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
132,What are the crowds like in MyeongDong during Daybreak?,"The requested Daybreak congestion in MyeongDong is 5:00 - 0.3, 6:00 - 0.64. mean congestion is 0.47. This time frame is smooth, so there is no issue with visiting."
133,How crowded is HongDea around Dawn hours?,"The requested Dawn hours congestion in HongDea is 5:00 - 1.39, 6:00 - 0.74. mean congestion is 1.06. This time frame is crowded, so we recommend visiting during a different time."
134,How much foot traffic does GangNam have at Evening peak?,"The requested Evening peak congestion in GangNam is 16:00 - 0.37, 17:00 - 1.04, 18:00 - 0.62, 19:00 - 1.19, 20:00 - 0.13. mean congestion is 0.67. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
135,How heavy is the crowd in MyeongDong around Noon hour?,"The requested Noon hour congestion in MyeongDong is 13:00 - 0.87, 14:00 - 1.19, 15:00 - 0.04. mean congestion is 0.7. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
136,How packed does MyeongDong get around Early bird hours?,"The requested Early bird hours congestion in MyeongDong is 7:00 - 0.31, 8:00 - 0.41, 9:00 - 1.03. mean congestion is 0.58. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
137,What’s the congestion like in GangNam at Early morning?,"The requested Early morning congestion in GangNam is 5:00 - 0.42, 6:00 - 1.44. mean congestion is 0.93. This time frame is crowded, so we recommend visiting during a different time."
138,What’s the foot traffic in MyeongDong during Dinnertime bustle?,"The requested Dinnertime bustle congestion in MyeongDong is 16:00 - 0.83, 17:00 - 0.81, 18:00 - 0.28, 19:00 - 1.01, 20:00 - 0.88. mean congestion is 0.76. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
139,How heavy is the crowd in HongDea around Sunset hours?,"The requested Sunset hours congestion in HongDea is 16:00 - 0.22, 17:00 - 1.28, 18:00 - 0.28, 19:00 - 0.63, 20:00 - 1.26. mean congestion is 0.73. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
140,How are the crowds in MyeongDong at Commuter time?,"The requested Commuter time congestion in MyeongDong is 7:00 - 1.24, 8:00 - 0.25, 9:00 - 0.2, 16:00 - 0.48, 17:00 - 0.82, 18:00 - 0.28, 19:00 - 0.61, 20:00 - 0.72. mean congestion is 0.57. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
141,How crowded is HongDea around Lunchtime?,"The requested Lunchtime congestion in HongDea is 13:00 - 1.43, 14:00 - 0.02, 15:00 - 1.17. mean congestion is 0.87. This time frame is crowded, so we recommend visiting during a different time."
142,How dense is the crowd in MyeongDong around Twilight commute?,"The requested Twilight commute congestion in MyeongDong is 16:00 - 1.16, 17:00 - 0.69, 18:00 - 0.54, 19:00 - 0.67, 20:00 - 0.2. mean congestion is 0.65. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
143,What’s the population density in MyeongDong around Mid-morning hours?,"The requested Mid-morning hours congestion in MyeongDong is 10:00 - 0.02, 11:00 - 0.02, 12:00 - 0.35. mean congestion is 0.13. This time frame is smooth, so there is no issue with visiting."
144,What’s the congestion like in MyeongDong at Dawn hours?,"The requested Dawn hours congestion in MyeongDong is 5:00 - 0.24, 6:00 - 0.2. mean congestion is 0.22. This time frame is smooth, so there is no issue with visiting."
145,What’s the crowd flow like in MyeongDong during Afternoon traffic?,"The requested Afternoon traffic congestion in MyeongDong is 16:00 - 0.1, 17:00 - 0.63, 18:00 - 0.59, 19:00 - 1.45, 20:00 - 0.41. mean congestion is 0.64. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
146,How busy is HongDea around Pre-dawn?,"The requested Pre-dawn congestion in HongDea is 5:00 - 0.38, 6:00 - 0.07. mean congestion is 0.22. This time frame is smooth, so there is no issue with visiting."
147,How dense is the crowd in MyeongDong around Breakfast time?,"The requested Breakfast time congestion in MyeongDong is 7:00 - 0.02, 8:00 - 0.44, 9:00 - 0.14. mean congestion is 0.2. This time frame is smooth, so there is no issue with visiting."
148,What’s the crowd level in HongDea during Morning rush hour?,"The requested Morning rush hour congestion in HongDea is 7:00 - 0.08, 8:00 - 0.13, 9:00 - 0.44. mean congestion is 0.22. This time frame is smooth, so there is no issue with visiting."
149,How much foot traffic does GangNam have at Evening rush?,"The requested Evening rush congestion in GangNam is 16:00 - 0.68, 17:00 - 1.21, 18:00 - 0.84, 19:00 - 0.96, 20:00 - 0.57. mean congestion is 0.85. This time frame is crowded, so we recommend visiting during a different time."
150,What’s the foot traffic in GangNam during Dinnertime bustle?,"The requested Dinnertime bustle congestion in GangNam is 16:00 - 0.37, 17:00 - 0.34, 18:00 - 1.41, 19:00 - 0.89, 20:00 - 0.47. mean congestion is 0.7. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
151,What’s the people flow in HongDea around Commuter time?,"The requested Commuter time congestion in HongDea is 7:00 - 0.0, 8:00 - 0.05, 9:00 - 1.32, 16:00 - 0.12, 17:00 - 0.32, 18:00 - 1.36, 19:00 - 0.72, 20:00 - 1.25. mean congestion is 0.64. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
152,How crowded is HongDea usually at Afternoon traffic?,"The requested Afternoon traffic congestion in HongDea is 16:00 - 0.42, 17:00 - 0.13, 18:00 - 0.95, 19:00 - 0.15, 20:00 - 0.72. mean congestion is 0.47. This time frame is smooth, so there is no issue with visiting."
153,What’s the crowd situation in MyeongDong at Lunchtime rush?,"The requested Lunchtime rush congestion in MyeongDong is 13:00 - 1.16, 14:00 - 0.99, 15:00 - 0.26. mean congestion is 0.8. This time frame is crowded, so we recommend visiting during a different time."
154,What’s the foot traffic in GangNam during Early bird hours?,"The requested Early bird hours congestion in GangNam is 7:00 - 0.61, 8:00 - 1.29, 9:00 - 0.4. mean congestion is 0.77. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
155,How heavy is the crowd in HongDea around Evening rush?,"The requested Evening rush congestion in HongDea is 16:00 - 0.83, 17:00 - 0.76, 18:00 - 0.95, 19:00 - 0.42, 20:00 - 0.24. mean congestion is 0.64. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
156,What’s the crowd situation in GangNam at Lunchtime?,"The requested Lunchtime congestion in GangNam is 13:00 - 1.43, 14:00 - 1.39, 15:00 - 0.7. mean congestion is 1.17. This time frame is crowded, so we recommend visiting during a different time."
157,How dense is the crowd in GangNam around Late afternoon?,"The requested Late afternoon congestion in GangNam is 13:00 - 0.75, 14:00 - 1.12, 15:00 - 0.55. mean congestion is 0.81. This time frame is crowded, so we recommend visiting during a different time."
158,How are the crowds in HongDea at Evening rush?,"The requested Evening rush congestion in HongDea is 16:00 - 1.06, 17:00 - 0.88, 18:00 - 0.66, 19:00 - 1.26, 20:00 - 1.34. mean congestion is 1.04. This time frame is crowded, so we recommend visiting during a different time."
159,What’s the population density in MyeongDong around Evening rush?,"The requested Evening rush congestion in MyeongDong is 16:00 - 0.03, 17:00 - 0.43, 18:00 - 0.1, 19:00 - 0.21, 20:00 - 0.03. mean congestion is 0.16. This time frame is smooth, so there is no issue with visiting."
160,What’s the congestion like in MyeongDong at Lunchtime rush?,"The requested Lunchtime rush congestion in MyeongDong is 13:00 - 0.1, 14:00 - 0.3, 15:00 - 0.98. mean congestion is 0.46. This time frame is smooth, so there is no issue with visiting."
161,How busy is MyeongDong around Evening rush?,"The requested Evening rush congestion in MyeongDong is 16:00 - 0.0, 17:00 - 1.35, 18:00 - 0.92, 19:00 - 0.57, 20:00 - 0.83. mean congestion is 0.73. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
162,What’s the congestion like in GangNam at Afternoon peak?,"The requested Afternoon peak congestion in GangNam is 16:00 - 0.56, 17:00 - 1.46, 18:00 - 1.19, 19:00 - 1.33, 20:00 - 1.4. mean congestion is 1.19. This time frame is crowded, so we recommend visiting during a different time."
163,How full does HongDea get during Golden hour?,"The requested Golden hour congestion in HongDea is 7:00 - 1.43, 8:00 - 0.39, 9:00 - 0.02, 16:00 - 0.88, 17:00 - 0.49, 18:00 - 1.22, 19:00 - 0.59, 20:00 - 0.03. mean congestion is 0.63. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
164,What’s the congestion like in GangNam at Noon hour?,"The requested Noon hour congestion in GangNam is 13:00 - 0.66, 14:00 - 0.92, 15:00 - 0.78. mean congestion is 0.79. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
165,How full does HongDea get during Morning rush hour?,"The requested Morning rush hour congestion in HongDea is 7:00 - 0.02, 8:00 - 0.38, 9:00 - 0.51. mean congestion is 0.3. This time frame is smooth, so there is no issue with visiting."
166,How dense is the crowd in MyeongDong around Sunset hours?,"The requested Sunset hours congestion in MyeongDong is 16:00 - 0.32, 17:00 - 1.2, 18:00 - 0.17, 19:00 - 0.2, 20:00 - 0.16. mean congestion is 0.41. This time frame is smooth, so there is no issue with visiting."
167,What’s the foot traffic in MyeongDong during Mid-morning hours?,"The requested Mid-morning hours congestion in MyeongDong is 10:00 - 1.34, 11:00 - 0.38, 12:00 - 1.44. mean congestion is 1.05. This time frame is crowded, so we recommend visiting during a different time."
168,How are the crowds in HongDea at Evening rush?,"The requested Evening rush congestion in HongDea is 16:00 - 1.32, 17:00 - 1.13, 18:00 - 0.4, 19:00 - 1.38, 20:00 - 0.03. mean congestion is 0.85. This time frame is crowded, so we recommend visiting during a different time."
169,How heavy is the crowd in HongDea around Lunch hour?,"The requested Lunch hour congestion in HongDea is 13:00 - 1.24, 14:00 - 1.42, 15:00 - 0.26. mean congestion is 0.97. This time frame is crowded, so we recommend visiting during a different time."
170,How crowded is GangNam usually at Dinnertime bustle?,"The requested Dinnertime bustle congestion in GangNam is 16:00 - 0.47, 17:00 - 0.02, 18:00 - 0.65, 19:00 - 0.84, 20:00 - 0.53. mean congestion is 0.5. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
171,What’s the foot traffic in HongDea during Golden hour?,"The requested Golden hour congestion in HongDea is 7:00 - 0.59, 8:00 - 0.18, 9:00 - 0.5, 16:00 - 0.47, 17:00 - 0.28, 18:00 - 0.63, 19:00 - 0.66, 20:00 - 0.15. mean congestion is 0.43. This time frame is smooth, so there is no issue with visiting."
172,Is MyeongDong busy around Brunch hour?,"The requested Brunch hour congestion in MyeongDong is 10:00 - 1.36, 11:00 - 0.7, 12:00 - 0.76. mean congestion is 0.94. This time frame is crowded, so we recommend visiting during a different time."
173,How packed does MyeongDong get around Brunch hour?,"The requested Brunch hour congestion in MyeongDong is 10:00 - 0.75, 11:00 - 0.96, 12:00 - 0.5. mean congestion is 0.74. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
174,How crowded is HongDea around Commuter time?,"The requested Commuter time congestion in HongDea is 7:00 - 0.99, 8:00 - 0.05, 9:00 - 0.58, 16:00 - 0.29, 17:00 - 1.42, 18:00 - 0.74, 19:00 - 1.25, 20:00 - 0.84. mean congestion is 0.77. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
175,What’s the Evening peak traffic like in GangNam?,"The requested Evening peak congestion in GangNam is 16:00 - 1.14, 17:00 - 0.15, 18:00 - 1.25, 19:00 - 1.24, 20:00 - 1.47. mean congestion is 1.05. This time frame is crowded, so we recommend visiting during a different time."
176,How busy is MyeongDong around Morning rush hour?,"The requested Morning rush hour congestion in MyeongDong is 7:00 - 0.97, 8:00 - 1.25, 9:00 - 0.55. mean congestion is 0.92. This time frame is crowded, so we recommend visiting during a different time."
177,What’s the crowd level in HongDea during Dinner time?,"The requested Dinner time congestion in HongDea is 16:00 - 0.52, 17:00 - 1.24, 18:00 - 0.86, 19:00 - 0.43, 20:00 - 0.81. mean congestion is 0.77. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
178,What’s the crowd situation in MyeongDong at Lunchtime rush?,"The requested Lunchtime rush congestion in MyeongDong is 13:00 - 0.55, 14:00 - 1.03, 15:00 - 0.72. mean congestion is 0.77. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
179,What are the crowds like in GangNam during Post-work rush?,"The requested Post-work rush congestion in GangNam is 16:00 - 0.83, 17:00 - 0.18, 18:00 - 0.35, 19:00 - 0.6, 20:00 - 0.7. mean congestion is 0.53. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
180,What are the crowds like in MyeongDong during Lunchtime rush?,"The requested Lunchtime rush congestion in MyeongDong is 13:00 - 0.85, 14:00 - 0.44, 15:00 - 0.51. mean congestion is 0.6. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
181,How crowded is HongDea usually at Sunset hours?,"The requested Sunset hours congestion in HongDea is 16:00 - 0.24, 17:00 - 1.44, 18:00 - 0.77, 19:00 - 0.91, 20:00 - 0.96. mean congestion is 0.86. This time frame is crowded, so we recommend visiting during a different time."
182,What’s the crowd flow like in GangNam during Lunchtime rush?,"The requested Lunchtime rush congestion in GangNam is 13:00 - 0.08, 14:00 - 0.07, 15:00 - 1.44. mean congestion is 0.53. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
183,How full does MyeongDong get during Post-work rush?,"The requested Post-work rush congestion in MyeongDong is 16:00 - 0.1, 17:00 - 1.46, 18:00 - 1.03, 19:00 - 0.03, 20:00 - 0.72. mean congestion is 0.67. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
184,What’s the crowd level in GangNam during Golden hour?,"The requested Golden hour congestion in GangNam is 7:00 - 1.38, 8:00 - 1.14, 9:00 - 1.44, 16:00 - 0.41, 17:00 - 0.3, 18:00 - 0.59, 19:00 - 0.86, 20:00 - 1.21. mean congestion is 0.92. This time frame is crowded, so we recommend visiting during a different time."
185,Is GangNam packed around Daybreak?,"The requested Daybreak congestion in GangNam is 5:00 - 1.13, 6:00 - 0.13. mean congestion is 0.63. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
186,How heavy is the crowd in HongDea around Late afternoon?,"The requested Late afternoon congestion in HongDea is 13:00 - 1.12, 14:00 - 1.28, 15:00 - 0.96. mean congestion is 1.12. This time frame is crowded, so we recommend visiting during a different time."
187,What’s the people flow in MyeongDong around Afternoon traffic?,"The requested Afternoon traffic congestion in MyeongDong is 16:00 - 0.8, 17:00 - 0.59, 18:00 - 0.67, 19:00 - 1.25, 20:00 - 1.46. mean congestion is 0.95. This time frame is crowded, so we recommend visiting during a different time."
188,What’s the congestion like in MyeongDong at Post-work rush?,"The requested Post-work rush congestion in MyeongDong is 16:00 - 0.28, 17:00 - 1.19, 18:00 - 0.44, 19:00 - 0.52, 20:00 - 1.19. mean congestion is 0.72. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
189,How are the crowds in HongDea at Early bird hours?,"The requested Early bird hours congestion in HongDea is 7:00 - 0.06, 8:00 - 0.57, 9:00 - 1.39. mean congestion is 0.67. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
190,How full does GangNam get during Evening peak?,"The requested Evening peak congestion in GangNam is 16:00 - 0.71, 17:00 - 1.33, 18:00 - 1.43, 19:00 - 1.11, 20:00 - 1.18. mean congestion is 1.15. This time frame is crowded, so we recommend visiting during a different time."
191,How heavy is the crowd in GangNam around Morning hustle?,"The requested Morning hustle congestion in GangNam is 7:00 - 0.59, 8:00 - 0.78, 9:00 - 1.12. mean congestion is 0.83. This time frame is crowded, so we recommend visiting during a different time."
192,What’s the Morning hustle traffic like in HongDea?,"The requested Morning hustle congestion in HongDea is 7:00 - 0.65, 8:00 - 1.22, 9:00 - 0.73. mean congestion is 0.87. This time frame is crowded, so we recommend visiting during a different time."
193,How packed does GangNam get around Mid-morning hours?,"The requested Mid-morning hours congestion in GangNam is 10:00 - 1.12, 11:00 - 0.35, 12:00 - 0.47. mean congestion is 0.65. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
194,Is HongDea busy around Dawn hours?,"The requested Dawn hours congestion in HongDea is 5:00 - 0.34, 6:00 - 1.24. mean congestion is 0.79. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
195,How busy is GangNam around Post-work rush?,"The requested Post-work rush congestion in GangNam is 16:00 - 1.0, 17:00 - 0.96, 18:00 - 0.4, 19:00 - 0.37, 20:00 - 0.13. mean congestion is 0.57. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
196,How busy is HongDea around Afternoon peak?,"The requested Afternoon peak congestion in HongDea is 16:00 - 1.15, 17:00 - 0.02, 18:00 - 1.02, 19:00 - 1.13, 20:00 - 1.21. mean congestion is 0.91. This time frame is crowded, so we recommend visiting during a different time."
197,How packed does MyeongDong get around Evening commute?,"The requested Evening commute congestion in MyeongDong is 16:00 - 1.35, 17:00 - 0.36, 18:00 - 0.72, 19:00 - 1.04, 20:00 - 0.96. mean congestion is 0.89. This time frame is crowded, so we recommend visiting during a different time."
198,What’s the congestion like in MyeongDong at Dinnertime bustle?,"The requested Dinnertime bustle congestion in MyeongDong is 16:00 - 0.06, 17:00 - 1.34, 18:00 - 0.13, 19:00 - 0.02, 20:00 - 0.54. mean congestion is 0.42. This time frame is smooth, so there is no issue with visiting."
199,How dense is the crowd in GangNam around Afternoon peak?,"The requested Afternoon peak congestion in GangNam is 16:00 - 0.15, 17:00 - 0.13, 18:00 - 0.53, 19:00 - 1.36, 20:00 - 0.85. mean congestion is 0.6. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
200,What’s the population density in MyeongDong around Morning rush hour?,"The requested Morning rush hour congestion in MyeongDong is 7:00 - 0.17, 8:00 - 0.38, 9:00 - 0.24. mean congestion is 0.26. This time frame is smooth, so there is no issue with visiting."
201,How dense is the crowd in HongDea around Late afternoon?,"The requested Late afternoon congestion in HongDea is 13:00 - 0.24, 14:00 - 0.9, 15:00 - 0.96. mean congestion is 0.7. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
202,Is MyeongDong packed around Afternoon peak?,"The requested Afternoon peak congestion in MyeongDong is 16:00 - 0.03, 17:00 - 0.0, 18:00 - 0.47, 19:00 - 0.42, 20:00 - 0.48. mean congestion is 0.28. This time frame is smooth, so there is no issue with visiting."
203,What are the crowds like in GangNam during Brunch hour?,"The requested Brunch hour congestion in GangNam is 10:00 - 0.64, 11:00 - 0.81, 12:00 - 0.04. mean congestion is 0.5. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
204,What’s the crowd situation in GangNam at Evening peak?,"The requested Evening peak congestion in GangNam is 16:00 - 0.91, 17:00 - 0.98, 18:00 - 0.43, 19:00 - 1.31, 20:00 - 0.8. mean congestion is 0.89. This time frame is crowded, so we recommend visiting during a different time."
205,How heavy is the crowd in GangNam around Commuter time?,"The requested Commuter time congestion in GangNam is 7:00 - 0.25, 8:00 - 1.44, 9:00 - 0.4, 16:00 - 0.6, 17:00 - 1.02, 18:00 - 0.1, 19:00 - 1.47, 20:00 - 0.51. mean congestion is 0.72. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
206,How busy is GangNam around Twilight commute?,"The requested Twilight commute congestion in GangNam is 16:00 - 0.17, 17:00 - 0.62, 18:00 - 1.17, 19:00 - 0.7, 20:00 - 0.16. mean congestion is 0.56. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
207,What are the crowds like in GangNam during Afternoon traffic?,"The requested Afternoon traffic congestion in GangNam is 16:00 - 0.99, 17:00 - 1.25, 18:00 - 0.17, 19:00 - 0.05, 20:00 - 0.26. mean congestion is 0.54. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
208,What’s the crowd level in MyeongDong during Early bird hours?,"The requested Early bird hours congestion in MyeongDong is 7:00 - 0.21, 8:00 - 1.1, 9:00 - 0.4. mean congestion is 0.57. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
209,How crowded is GangNam around Mid-morning hours?,"The requested Mid-morning hours congestion in GangNam is 10:00 - 1.41, 11:00 - 1.37, 12:00 - 0.68. mean congestion is 1.15. This time frame is crowded, so we recommend visiting during a different time."
210,How busy is HongDea around Dawn hours?,"The requested Dawn hours congestion in HongDea is 5:00 - 0.0, 6:00 - 0.0. mean congestion is 0.0. This time frame is smooth, so there is no issue with visiting."
211,What’s the congestion like in MyeongDong at Twilight commute?,"The requested Twilight commute congestion in MyeongDong is 16:00 - 1.39, 17:00 - 0.2, 18:00 - 0.33, 19:00 - 0.09, 20:00 - 1.41. mean congestion is 0.68. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
212,How busy is GangNam around Early morning?,"The requested Early morning congestion in GangNam is 5:00 - 0.59, 6:00 - 0.49. mean congestion is 0.54. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
213,How crowded is GangNam usually at Noon hour?,"The requested Noon hour congestion in GangNam is 13:00 - 1.14, 14:00 - 1.06, 15:00 - 0.87. mean congestion is 1.02. This time frame is crowded, so we recommend visiting during a different time."
214,How crowded is HongDea usually at High traffic time?,"The requested High traffic time congestion in HongDea is 7:00 - 0.32, 8:00 - 0.76, 9:00 - 1.11, 16:00 - 0.18, 17:00 - 1.4, 18:00 - 0.76, 19:00 - 0.5, 20:00 - 0.97. mean congestion is 0.75. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
